clients,duration,failed_transactions,initial_connection_time,jobs,latency_avg,num_clients,num_threads,run_number,scaling_factor,test_type,threshold,tps,transaction_type,transactions_processed,version
1000,3,0,249.298,32,1.888,1000,32,1,1,listen_common,8,529521.607443,listen_common.sql,1572407,optimize_listen_notify_v4
1,3,0,1.073,1,0.019,1,1,9,1,listen_unlisten_common,1,51786.98419,listen_unlisten_common.sql,155329,optimize_listen_notify_v4
16,3,0,3.893,16,0.057,16,16,9,1,listen_unique,16,283112.434674,listen_unique.sql,851329,optimize_listen_notify_v4
16,3,0,3.915,16,0.058,16,16,6,1,listen_unique,,275109.942248,listen_unique.sql,824825,master
1000,3,0,264.94,4,16.63,1000,4,7,1,listen_unlisten_unique,16,60131.610881,listen_unlisten_unique.sql,177401,optimize_listen_notify_v4
1000,3,0,260.454,4,9446.77,1000,4,7,1,listen_notify_common,1,105.856286,listen_notify_common.sql,1810,optimize_listen_notify_v4
1000,3,0,224.952,8,9910.103,1000,8,3,1,listen_notify_common,,100.907122,listen_notify_common.sql,1694,master
1,3,0,1.025,1,0.016,1,1,9,1,listen_notify_unique,16,62066.477712,listen_notify_unique.sql,186682,optimize_listen_notify_v4
2,3,0,1.143,2,0.022,2,2,9,1,listen_notify_common,16,89840.444821,listen_notify_common.sql,270543,optimize_listen_notify_v4
32,3,0,7.708,32,0.115,32,32,8,1,listen_unique,1,279424.966182,listen_unique.sql,840111,optimize_listen_notify_v4
16,3,0,4.078,16,0.054,16,16,6,1,listen_unique,8,294872.826974,listen_unique.sql,886406,optimize_listen_notify_v4
4,3,0,1.532,4,0.033,4,4,5,1,listen_unlisten_unique,16,119698.44133,listen_unlisten_unique.sql,359732,optimize_listen_notify_v4
1000,3,0,261.864,4,17.073,1000,4,8,1,listen_unlisten_unique,8,58572.28201,listen_unlisten_unique.sql,173048,optimize_listen_notify_v4
2,3,0,1.354,2,0.022,2,2,0,1,listen_notify_common,,91482.691772,listen_notify_common.sql,275306,master
8,3,0,2.434,8,0.086,8,8,6,1,listen_notify_unique,1,93398.329877,listen_notify_unique.sql,280823,optimize_listen_notify_v4
1000,3,0,234.944,32,18.487,1000,32,8,1,listen_unlisten_unique,,54092.758569,listen_unlisten_unique.sql,161553,master
8,3,0,2.694,8,0.125,8,8,4,1,listen_notify_unique,,63762.501995,listen_notify_unique.sql,191767,master
1000,3,0,471.507,2,7490.106,1000,2,0,1,listen_notify_common,16,133.509456,listen_notify_common.sql,2223,optimize_listen_notify_v4
1000,3,0,476.882,2,2.601,1000,2,3,1,listen_unique,,384483.351034,listen_unique.sql,984708,master
1000,3,0,890.745,1,5538.453,1000,1,0,1,listen_notify_common,1,180.555837,listen_notify_common.sql,1985,optimize_listen_notify_v4
1000,3,0,900.337,1,7.372,1000,1,5,1,listen_unlisten_unique,,135646.758183,listen_unlisten_unique.sql,297469,master
8,3,0,2.342,8,0.057,8,8,9,1,listen_unlisten_common,8,141060.412094,listen_unlisten_common.sql,423783,optimize_listen_notify_v4
1000,3,0,228.685,16,1.929,1000,16,5,1,listen_unique,,518286.567354,listen_unique.sql,1546663,master
1000,3,0,869.361,1,7.267,1000,1,0,1,listen_unlisten_unique,16,137612.888042,listen_unlisten_unique.sql,298203,optimize_listen_notify_v4
1000,3,0,466.195,2,14.661,1000,2,0,1,listen_unlisten_unique,1,68208.559762,listen_unlisten_unique.sql,187821,optimize_listen_notify_v4
8,3,0,2.839,8,0.057,8,8,6,1,listen_unlisten_common,16,141162.213177,listen_unlisten_common.sql,424111,optimize_listen_notify_v4
1000,3,0,242.826,16,19.801,1000,16,4,1,listen_unlisten_unique,8,50503.721701,listen_unlisten_unique.sql,150492,optimize_listen_notify_v4
1000,3,0,224.503,32,18.899,1000,32,6,1,listen_unlisten_unique,1,52914.194091,listen_unlisten_unique.sql,158604,optimize_listen_notify_v4
32,3,0,7.261,32,1.245,32,32,9,1,listen_notify_unique,,25700.062746,listen_notify_unique.sql,77208,master
32,3,0,7.677,32,0.226,32,32,0,1,listen_unlisten_common,16,141901.24097,listen_unlisten_common.sql,426320,optimize_listen_notify_v4
1000,3,0,246.265,32,1.833,1000,32,6,1,listen_unique,,545640.073499,listen_unique.sql,1703915,master
16,3,0,4.175,16,0.19,16,16,1,1,listen_notify_unique,16,84169.941918,listen_notify_unique.sql,253240,optimize_listen_notify_v4
1000,3,0,243.689,32,8858.541,1000,32,9,1,listen_notify_common,8,112.885412,listen_notify_common.sql,1898,optimize_listen_notify_v4
1,3,0,1.067,1,0.009,1,1,1,1,listen_unique,16,105351.493621,listen_unique.sql,316297,optimize_listen_notify_v4
16,3,0,4.155,16,0.112,16,16,1,1,listen_unlisten_common,1,142245.739554,listen_unlisten_common.sql,427619,optimize_listen_notify_v4
4,3,0,1.579,4,0.042,4,4,3,1,listen_notify_common,,95134.361114,listen_notify_common.sql,286877,master
2,3,0,1.202,2,0.011,2,2,1,1,listen_common,16,178360.41273,listen_common.sql,536641,optimize_listen_notify_v4
32,3,0,6.677,32,0.386,32,32,0,1,listen_notify_unique,1,82897.132491,listen_notify_unique.sql,249052,optimize_listen_notify_v4
1000,3,0,234.862,32,9172.074,1000,32,6,1,listen_notify_common,16,109.02659,listen_notify_common.sql,1813,optimize_listen_notify_v4
16,3,0,4.382,16,0.171,16,16,8,1,listen_unlisten_unique,,93822.109435,listen_unlisten_unique.sql,282015,master
1000,3,0,244.405,8,348.815,1000,8,5,1,listen_notify_unique,1,2866.850037,listen_notify_unique.sql,8579,optimize_listen_notify_v4
1000,3,0,879.88,1,3.196,1000,1,8,1,listen_common,1,312931.060471,listen_common.sql,674731,optimize_listen_notify_v4
1000,3,0,458.715,2,2.541,1000,2,8,1,listen_common,16,393533.811682,listen_common.sql,1015368,optimize_listen_notify_v4
1000,3,0,465.032,2,2.497,1000,2,7,1,listen_common,8,400521.867116,listen_common.sql,1024277,optimize_listen_notify_v4
1000,3,0,224.41,8,20.169,1000,8,5,1,listen_unlisten_common,16,49580.669893,listen_unlisten_common.sql,148418,optimize_listen_notify_v4
1000,3,0,465.872,2,2.637,1000,2,6,1,listen_common,8,379171.389514,listen_common.sql,1009912,optimize_listen_notify_v4
1000,3,0,231.456,8,18.422,1000,8,4,1,listen_unlisten_common,16,54284.134734,listen_unlisten_common.sql,163095,optimize_listen_notify_v4
1000,3,0,472.259,2,2.681,1000,2,9,1,listen_common,16,373015.982117,listen_common.sql,976855,optimize_listen_notify_v4
1000,3,0,868.108,1,3.117,1000,1,9,1,listen_common,1,320821.934503,listen_common.sql,694951,optimize_listen_notify_v4
1000,3,0,233.435,8,338.932,1000,8,4,1,listen_notify_unique,1,2950.447967,listen_notify_unique.sql,8989,optimize_listen_notify_v4
16,3,0,4.318,16,0.114,16,16,9,1,listen_unlisten_unique,,140816.439937,listen_unlisten_unique.sql,423191,master
32,3,0,7.363,32,0.385,32,32,1,1,listen_notify_unique,1,83197.245532,listen_notify_unique.sql,250093,optimize_listen_notify_v4
2,3,0,1.309,2,0.012,2,2,0,1,listen_common,16,173535.581958,listen_common.sql,522129,optimize_listen_notify_v4
1000,3,0,211.971,32,7903.029,1000,32,7,1,listen_notify_common,16,126.53377,listen_notify_common.sql,1891,optimize_listen_notify_v4
16,3,0,3.945,16,0.113,16,16,0,1,listen_unlisten_common,1,141082.143524,listen_unlisten_common.sql,423996,optimize_listen_notify_v4
1,3,0,0.891,1,0.01,1,1,0,1,listen_unique,16,102886.83173,listen_unique.sql,309598,optimize_listen_notify_v4
4,3,0,1.622,4,0.042,4,4,2,1,listen_notify_common,,94694.372064,listen_notify_common.sql,285281,master
1000,3,0,241.535,32,2.06,1000,32,7,1,listen_unique,,485323.168836,listen_unique.sql,1439155,master
1000,3,0,235.31,32,9227.234,1000,32,8,1,listen_notify_common,8,108.374841,listen_notify_common.sql,1809,optimize_listen_notify_v4
16,3,0,3.909,16,0.194,16,16,0,1,listen_notify_unique,16,82541.303224,listen_notify_unique.sql,248344,optimize_listen_notify_v4
1000,3,0,243.127,32,19.485,1000,32,7,1,listen_unlisten_unique,1,51320.743783,listen_unlisten_unique.sql,152329,optimize_listen_notify_v4
1000,3,0,221.792,16,19.463,1000,16,5,1,listen_unlisten_unique,8,51380.319106,listen_unlisten_unique.sql,154418,optimize_listen_notify_v4
32,3,0,6.993,32,0.226,32,32,1,1,listen_unlisten_common,16,141661.010935,listen_unlisten_common.sql,425596,optimize_listen_notify_v4
32,3,0,7.725,32,1.491,32,32,8,1,listen_notify_unique,,21462.246805,listen_notify_unique.sql,64493,master
8,3,0,2.479,8,0.057,8,8,7,1,listen_unlisten_common,16,140074.424664,listen_unlisten_common.sql,420611,optimize_listen_notify_v4
1000,3,0,466.204,2,14.628,1000,2,1,1,listen_unlisten_unique,1,68360.421955,listen_unlisten_unique.sql,189252,optimize_listen_notify_v4
1000,3,0,875.486,1,7.323,1000,1,1,1,listen_unlisten_unique,16,136559.220956,listen_unlisten_unique.sql,293058,optimize_listen_notify_v4
8,3,0,2.242,8,0.057,8,8,8,1,listen_unlisten_common,8,139180.262369,listen_unlisten_common.sql,418014,optimize_listen_notify_v4
1000,3,0,462.525,2,2.52,1000,2,2,1,listen_unique,,396884.850776,listen_unique.sql,1012027,master
1000,3,0,874.455,1,7.38,1000,1,4,1,listen_unlisten_unique,,135500.741462,listen_unlisten_unique.sql,299250,master
1000,3,0,836.882,1,8741.837,1000,1,1,1,listen_notify_common,1,114.392432,listen_notify_common.sql,1970,optimize_listen_notify_v4
1000,3,0,467.031,2,5652.077,1000,2,1,1,listen_notify_common,16,176.926113,listen_notify_common.sql,2431,optimize_listen_notify_v4
1000,3,0,243.244,16,1.796,1000,16,4,1,listen_unique,,556743.661398,listen_unique.sql,1573499,master
1000,3,0,236.88,32,18.799,1000,32,9,1,listen_unlisten_unique,,53193.848822,listen_unlisten_unique.sql,158534,master
8,3,0,2.484,8,0.124,8,8,5,1,listen_notify_unique,,64429.428476,listen_notify_unique.sql,193836,master
8,3,0,2.495,8,0.086,8,8,7,1,listen_notify_unique,1,93370.311587,listen_notify_unique.sql,280848,optimize_listen_notify_v4
32,3,0,6.606,32,0.112,32,32,9,1,listen_unique,1,285748.057965,listen_unique.sql,859399,optimize_listen_notify_v4
2,3,0,1.449,2,0.022,2,2,8,1,listen_notify_common,16,91363.189573,listen_notify_common.sql,275036,optimize_listen_notify_v4
2,3,0,1.228,2,0.022,2,2,1,1,listen_notify_common,,92481.867553,listen_notify_common.sql,278645,master
1000,3,0,254.456,4,17.597,1000,4,9,1,listen_unlisten_unique,8,56829.198544,listen_unlisten_unique.sql,169115,optimize_listen_notify_v4
4,3,0,1.837,4,0.033,4,4,4,1,listen_unlisten_unique,16,120621.847639,listen_unlisten_unique.sql,362862,optimize_listen_notify_v4
16,3,0,4.168,16,0.057,16,16,7,1,listen_unique,8,282257.092575,listen_unique.sql,847797,optimize_listen_notify_v4
1,3,0,1.264,1,0.016,1,1,8,1,listen_notify_unique,16,63113.686188,listen_notify_unique.sql,189605,optimize_listen_notify_v4
1000,3,0,231.564,8,9888.32,1000,8,2,1,listen_notify_common,,101.129418,listen_notify_common.sql,1815,master
1000,3,0,259.482,4,9433.833,1000,4,6,1,listen_notify_common,1,106.00145,listen_notify_common.sql,1841,optimize_listen_notify_v4
2,3,0,1.363,2,0.022,2,2,7,1,listen_notify_common,8,91141.40174,listen_notify_common.sql,274592,optimize_listen_notify_v4
1000,3,0,252.78,4,17.725,1000,4,6,1,listen_unlisten_unique,16,56417.045284,listen_unlisten_unique.sql,167696,optimize_listen_notify_v4
16,3,0,4.002,16,0.056,16,16,7,1,listen_unique,,285395.531184,listen_unique.sql,858125,master
16,3,0,4.059,16,0.056,16,16,8,1,listen_unique,16,287755.510675,listen_unique.sql,865145,optimize_listen_notify_v4
1,3,0,0.934,1,0.019,1,1,8,1,listen_unlisten_common,1,51784.936288,listen_unlisten_common.sql,155826,optimize_listen_notify_v4
1000,3,0,230.405,32,1.902,1000,32,0,1,listen_common,8,525696.093063,listen_common.sql,1536115,optimize_listen_notify_v4
1000,3,0,240.512,16,1.842,1000,16,2,1,listen_common,1,542819.712092,listen_common.sql,1546324,optimize_listen_notify_v4
1000,3,0,265.179,4,2.142,1000,4,4,1,listen_common,,466880.181987,listen_common.sql,1310232,master
1,3,0,0.934,1,0.017,1,1,7,1,listen_notify_unique,8,60539.50289,listen_notify_unique.sql,182219,optimize_listen_notify_v4
4,3,0,1.643,4,0.042,4,4,4,1,listen_notify_common,1,94395.807594,listen_notify_common.sql,284601,optimize_listen_notify_v4
2,3,0,1.243,2,0.097,2,2,8,1,listen_unlisten_unique,1,20577.565104,listen_unlisten_unique.sql,61735,optimize_listen_notify_v4
32,3,0,6.824,32,0.226,32,32,3,1,listen_unlisten_common,1,141469.492979,listen_unlisten_common.sql,425069,optimize_listen_notify_v4
1000,3,0,260.189,4,2.214,1000,4,3,1,listen_common,8,451754.677432,listen_common.sql,1305206,optimize_listen_notify_v4
2,3,0,1.173,2,0.022,2,2,0,1,listen_notify_unique,,89975.107987,listen_notify_unique.sql,270771,master
1000,3,0,240.658,32,18.456,1000,32,5,1,listen_unlisten_unique,16,54182.702114,listen_unlisten_unique.sql,161513,optimize_listen_notify_v4
1000,3,0,240.87,8,9615.028,1000,8,3,1,listen_notify_unique,,104.003859,listen_notify_unique.sql,1650,master
16,3,0,4.245,16,0.19,16,16,2,1,listen_notify_unique,1,84363.771734,listen_notify_unique.sql,253816,optimize_listen_notify_v4
1000,3,0,244.047,16,9064.107,1000,16,8,1,listen_notify_common,16,110.325262,listen_notify_common.sql,1885,optimize_listen_notify_v4
16,3,0,4.03,16,0.057,16,16,6,1,listen_common,,279189.766042,listen_common.sql,837038,master
1000,3,0,221.25,16,19.378,1000,16,8,1,listen_unlisten_unique,1,51605.859321,listen_unlisten_unique.sql,154987,optimize_listen_notify_v4
4,3,0,1.744,4,0.016,4,4,1,1,listen_common,8,243661.117866,listen_common.sql,733015,optimize_listen_notify_v4
16,3,0,3.911,16,12.276,16,16,2,1,listen_unlisten_common,16,1303.324857,listen_unlisten_common.sql,3923,optimize_listen_notify_v4
1,3,0,1.413,1,0.009,1,1,2,1,listen_unique,1,107701.798807,listen_unique.sql,323146,optimize_listen_notify_v4
1000,3,0,246.091,32,8527.064,1000,32,5,1,listen_notify_common,1,117.273661,listen_notify_common.sql,1909,optimize_listen_notify_v4
1000,3,0,229.357,16,8959.92,1000,16,7,1,listen_notify_common,8,111.60814,listen_notify_common.sql,1848,optimize_listen_notify_v4
1000,3,0,267.857,4,2.115,1000,4,5,1,listen_unique,,472882.51764,listen_unique.sql,1315004,master
2,3,0,1.141,2,0.011,2,2,2,1,listen_common,1,178525.941197,listen_common.sql,536988,optimize_listen_notify_v4
32,3,0,6.622,32,0.384,32,32,3,1,listen_notify_unique,16,83387.004812,listen_notify_unique.sql,250527,optimize_listen_notify_v4
1000,3,0,229.353,8,344.423,1000,8,6,1,listen_notify_unique,16,2903.40812,listen_notify_unique.sql,8836,optimize_listen_notify_v4
1000,3,0,466.115,2,2.548,1000,2,3,1,listen_common,,392439.37941,listen_common.sql,1019397,master
1000,3,0,855.084,1,11.0,1000,1,5,1,listen_unlisten_common,,90912.035265,listen_unlisten_common.sql,213330,master
8,3,0,2.398,8,0.026,8,8,2,1,listen_unique,8,302356.85552,listen_unique.sql,908563,optimize_listen_notify_v4
1000,3,0,231.056,8,342.911,1000,8,9,1,listen_notify_unique,8,2916.207655,listen_notify_unique.sql,8831,optimize_listen_notify_v4
1000,3,0,243.391,16,1.789,1000,16,5,1,listen_common,,558822.731258,listen_common.sql,1606213,master
1000,3,0,224.676,8,18.28,1000,8,6,1,listen_unlisten_common,1,54704.359229,listen_unlisten_common.sql,164368,optimize_listen_notify_v4
1000,3,0,908.784,1,3.158,1000,1,4,1,listen_common,8,316634.17884,listen_common.sql,666318,optimize_listen_notify_v4
1000,3,0,236.897,32,19.726,1000,32,8,1,listen_unlisten_common,,50694.888436,listen_unlisten_common.sql,150971,master
8,3,0,2.635,8,0.13,8,8,4,1,listen_notify_common,,61654.976971,listen_notify_common.sql,185840,master
4,3,0,1.635,4,0.043,4,4,6,1,listen_notify_common,16,92691.978618,listen_notify_common.sql,278533,optimize_listen_notify_v4
1000,3,0,257.769,4,16.545,1000,4,4,1,listen_unlisten_unique,1,60439.85274,listen_unlisten_unique.sql,179506,optimize_listen_notify_v4
1000,3,0,230.691,16,1.901,1000,16,0,1,listen_common,16,526152.145184,listen_common.sql,1530444,optimize_listen_notify_v4
4,3,0,1.957,4,0.035,4,4,3,1,listen_notify_unique,,113666.819923,listen_notify_unique.sql,341914,master
32,3,0,7.426,32,0.117,32,32,4,1,listen_unique,8,274427.437085,listen_unique.sql,824450,optimize_listen_notify_v4
2,3,0,1.242,2,0.049,2,2,5,1,listen_unlisten_unique,8,40894.991409,listen_unlisten_unique.sql,122953,optimize_listen_notify_v4
1000,3,0,240.76,32,1.876,1000,32,6,1,listen_common,,533174.812553,listen_common.sql,1603463,master
4,3,0,1.649,4,0.042,4,4,9,1,listen_notify_common,8,94291.323031,listen_notify_common.sql,284066,optimize_listen_notify_v4
1000,3,0,268.54,4,7488.668,1000,4,4,1,listen_notify_common,16,133.535097,listen_notify_common.sql,2355,optimize_listen_notify_v4
1,3,0,1.016,1,0.019,1,1,5,1,listen_unlisten_common,8,51580.560702,listen_unlisten_common.sql,154708,optimize_listen_notify_v4
4,3,0,1.81,4,0.033,4,4,6,1,listen_unlisten_unique,1,119648.15857,listen_unlisten_unique.sql,359936,optimize_listen_notify_v4
32,3,0,6.761,32,1.281,32,32,9,1,listen_notify_common,,24984.450683,listen_notify_common.sql,75278,master
8,3,0,2.444,8,0.086,8,8,5,1,listen_notify_unique,16,92979.390041,listen_notify_unique.sql,279841,optimize_listen_notify_v4
1000,3,0,884.29,1,9066.64,1000,1,3,1,listen_notify_common,16,110.294439,listen_notify_common.sql,1818,optimize_listen_notify_v4
1000,3,0,470.677,2,9270.149,1000,2,3,1,listen_notify_common,1,107.873133,listen_notify_common.sql,1881,optimize_listen_notify_v4
1000,3,0,468.928,2,14.138,1000,2,3,1,listen_unlisten_unique,16,70729.097657,listen_unlisten_unique.sql,194413,optimize_listen_notify_v4
1000,3,0,887.422,1,7.411,1000,1,3,1,listen_unlisten_unique,1,134939.445689,listen_unlisten_unique.sql,297815,optimize_listen_notify_v4
1000,3,0,227.41,8,1.973,1000,8,1,1,listen_unique,8,506798.888709,listen_unique.sql,1465000,optimize_listen_notify_v4
16,3,0,3.863,16,0.117,16,16,8,1,listen_unlisten_common,,137194.116263,listen_unlisten_common.sql,411750,master
8,3,0,2.329,8,0.055,8,8,5,1,listen_unlisten_common,1,145350.149695,listen_unlisten_common.sql,437182,optimize_listen_notify_v4
1000,3,0,235.431,8,1.94,1000,8,3,1,listen_unique,8,515450.233102,listen_unique.sql,1466292,optimize_listen_notify_v4
1000,3,0,256.398,4,17.182,1000,4,9,1,listen_unlisten_unique,,58200.274458,listen_unlisten_unique.sql,172486,master
1000,3,0,837.73,1,7.228,1000,1,1,1,listen_unlisten_unique,1,138346.086496,listen_unlisten_unique.sql,303852,optimize_listen_notify_v4
8,3,0,2.365,8,0.086,8,8,8,1,listen_notify_unique,8,93475.270936,listen_notify_unique.sql,281234,optimize_listen_notify_v4
1000,3,0,464.244,2,14.434,1000,2,1,1,listen_unlisten_unique,16,69280.049175,listen_unlisten_unique.sql,191379,optimize_listen_notify_v4
8,3,0,2.75,8,0.055,8,8,7,1,listen_unlisten_common,1,144782.211817,listen_unlisten_common.sql,435384,optimize_listen_notify_v4
8,3,0,2.459,8,0.086,8,8,7,1,listen_notify_unique,16,93113.875618,listen_notify_unique.sql,279964,optimize_listen_notify_v4
1000,3,0,456.534,2,9343.611,1000,2,1,1,listen_notify_common,1,107.025003,listen_notify_common.sql,1851,optimize_listen_notify_v4
1000,3,0,858.483,1,8731.048,1000,1,1,1,listen_notify_common,16,114.533789,listen_notify_common.sql,1775,optimize_listen_notify_v4
1000,3,0,265.052,4,8909.789,1000,4,6,1,listen_notify_common,16,112.236109,listen_notify_common.sql,1911,optimize_listen_notify_v4
1,3,0,1.004,1,0.017,1,1,8,1,listen_notify_unique,1,60572.447512,listen_notify_unique.sql,182280,optimize_listen_notify_v4
1000,3,0,233.642,32,1.844,1000,32,4,1,listen_common,,542258.999605,listen_common.sql,1537673,master
2,3,0,1.409,2,0.023,2,2,7,1,listen_unlisten_unique,8,86828.238781,listen_unlisten_unique.sql,260999,optimize_listen_notify_v4
2,3,0,1.153,2,0.022,2,2,8,1,listen_notify_common,1,91223.985115,listen_notify_common.sql,274712,optimize_listen_notify_v4
32,3,0,7.823,32,0.113,32,32,9,1,listen_unique,16,283757.469438,listen_unique.sql,852761,optimize_listen_notify_v4
1000,3,0,879.293,1,3.13,1000,1,9,1,listen_common,,319441.574827,listen_common.sql,681826,master
4,3,0,1.695,4,0.034,4,4,4,1,listen_unlisten_unique,1,119249.464224,listen_unlisten_unique.sql,358065,optimize_listen_notify_v4
1000,3,0,232.108,16,18.967,1000,16,9,1,listen_unlisten_common,,52722.957786,listen_unlisten_common.sql,157088,master
1,3,0,1.162,1,0.019,1,1,7,1,listen_unlisten_common,8,51827.910718,listen_unlisten_common.sql,155850,optimize_listen_notify_v4
1000,3,0,258.772,4,8474.885,1000,4,9,1,listen_notify_common,8,117.995707,listen_notify_common.sql,1993,optimize_listen_notify_v4
4,3,0,1.608,4,0.043,4,4,4,1,listen_notify_common,16,93973.564295,listen_notify_common.sql,283232,optimize_listen_notify_v4
2,3,0,1.163,2,0.023,2,2,8,1,listen_unlisten_unique,16,86628.990617,listen_unlisten_unique.sql,260650,optimize_listen_notify_v4
32,3,0,7.494,32,0.112,32,32,6,1,listen_unique,8,284504.078225,listen_unique.sql,854407,optimize_listen_notify_v4
4,3,0,1.731,4,0.035,4,4,1,1,listen_notify_unique,,113736.137187,listen_notify_unique.sql,342216,master
1,3,0,0.918,1,0.019,1,1,8,1,listen_unlisten_common,16,52118.074502,listen_unlisten_common.sql,156644,optimize_listen_notify_v4
16,3,0,3.845,16,0.057,16,16,8,1,listen_unique,1,282985.625566,listen_unique.sql,850959,optimize_listen_notify_v4
1000,3,0,234.637,16,1.834,1000,16,2,1,listen_common,16,545372.601905,listen_common.sql,1567060,optimize_listen_notify_v4
1000,3,0,260.69,4,16.933,1000,4,6,1,listen_unlisten_unique,1,59055.798444,listen_unlisten_unique.sql,175317,optimize_listen_notify_v4
1000,3,0,230.173,16,1.824,1000,16,7,1,listen_common,,548133.444779,listen_common.sql,1602740,master
8,3,0,2.318,8,0.027,8,8,0,1,listen_unique,8,294471.191521,listen_unique.sql,883082,optimize_listen_notify_v4
1000,3,0,917.16,1,15.058,1000,1,7,1,listen_unlisten_common,,66409.970835,listen_unlisten_common.sql,153243,master
1000,3,0,477.637,2,2.588,1000,2,1,1,listen_common,,386333.248416,listen_common.sql,1000889,master
8,3,0,2.19,8,0.131,8,8,6,1,listen_notify_common,,60844.070812,listen_notify_common.sql,183392,master
1000,3,0,888.213,1,3.269,1000,1,6,1,listen_common,8,305911.769063,listen_common.sql,658714,optimize_listen_notify_v4
1000,3,0,243.381,8,18.193,1000,8,4,1,listen_unlisten_common,1,54965.040889,listen_unlisten_common.sql,163500,optimize_listen_notify_v4
1000,3,0,213.962,8,344.782,1000,8,4,1,listen_notify_unique,16,2900.384081,listen_notify_unique.sql,8873,optimize_listen_notify_v4
1000,3,0,856.12,1,3.264,1000,1,9,1,listen_common,16,306382.889247,listen_common.sql,684835,optimize_listen_notify_v4
1000,3,0,465.737,2,2.603,1000,2,9,1,listen_common,1,384123.930274,listen_common.sql,984704,optimize_listen_notify_v4
1,3,0,0.994,1,0.016,1,1,8,1,listen_notify_unique,,62724.498231,listen_notify_unique.sql,188629,master
1,3,0,1.191,1,0.01,1,1,0,1,listen_unique,1,103410.96563,listen_unique.sql,311094,optimize_listen_notify_v4
16,3,0,33.391,16,0.115,16,16,0,1,listen_unlisten_common,16,138690.240148,listen_unlisten_common.sql,412695,optimize_listen_notify_v4
4,3,0,2.128,4,0.016,4,4,3,1,listen_common,8,242850.179286,listen_common.sql,730369,optimize_listen_notify_v4
1000,3,0,240.971,32,18.461,1000,32,8,1,listen_unlisten_unique,8,54167.193141,listen_unlisten_unique.sql,161189,optimize_listen_notify_v4
16,3,0,4.21,16,0.056,16,16,4,1,listen_common,,287055.455615,listen_common.sql,862953,master
2,3,0,1.433,2,0.012,2,2,0,1,listen_common,1,171763.034789,listen_common.sql,515617,optimize_listen_notify_v4
32,3,0,7.338,32,0.387,32,32,1,1,listen_notify_unique,16,82688.103707,listen_notify_unique.sql,248510,optimize_listen_notify_v4
1000,3,0,272.267,4,2.201,1000,4,7,1,listen_unique,,454308.643462,listen_unique.sql,1301751,master
1000,3,0,244.742,16,8861.051,1000,16,5,1,listen_notify_common,8,112.853431,listen_notify_common.sql,1904,optimize_listen_notify_v4
1000,3,0,232.778,32,8638.704,1000,32,7,1,listen_notify_common,1,115.758103,listen_notify_common.sql,1825,optimize_listen_notify_v4
1000,3,0,246.406,32,18.17,1000,32,7,1,listen_unlisten_unique,16,55035.671268,listen_unlisten_unique.sql,161568,optimize_listen_notify_v4
2,3,0,1.329,2,0.022,2,2,2,1,listen_notify_unique,,89975.774373,listen_notify_unique.sql,270756,master
1000,3,0,266.158,4,2.13,1000,4,1,1,listen_common,8,469409.355134,listen_common.sql,1305687,optimize_listen_notify_v4
32,3,0,28.374,32,0.238,32,32,1,1,listen_unlisten_common,1,134362.03567,listen_unlisten_common.sql,399920,optimize_listen_notify_v4
16,3,0,3.606,16,0.19,16,16,0,1,listen_notify_unique,1,84168.399928,listen_notify_unique.sql,253325,optimize_listen_notify_v4
1000,3,0,225.736,8,10138.081,1000,8,1,1,listen_notify_unique,,98.637994,listen_notify_unique.sql,1661,master
1000,3,0,241.545,16,1.843,1000,16,0,1,listen_common,1,542725.379044,listen_common.sql,1522355,optimize_listen_notify_v4
4,3,0,1.597,4,0.033,4,4,9,1,listen_unlisten_unique,8,120018.651507,listen_unlisten_unique.sql,360606,optimize_listen_notify_v4
1000,3,0,225.485,32,2.0,1000,32,2,1,listen_common,8,500014.841391,listen_common.sql,1431849,optimize_listen_notify_v4
16,3,0,3.83,16,0.056,16,16,5,1,listen_unique,,285446.714487,listen_unique.sql,858322,master
1000,3,0,270.768,4,16.663,1000,4,4,1,listen_unlisten_unique,16,60012.636815,listen_unlisten_unique.sql,176569,optimize_listen_notify_v4
2,3,0,1.17,2,0.022,2,2,5,1,listen_notify_common,8,90470.661666,listen_notify_common.sql,272647,optimize_listen_notify_v4
4,3,0,2.099,4,0.044,4,4,6,1,listen_notify_common,1,90509.69582,listen_notify_common.sql,272785,optimize_listen_notify_v4
1,3,0,1.008,1,0.016,1,1,5,1,listen_notify_unique,8,62889.926827,listen_notify_unique.sql,189058,optimize_listen_notify_v4
1000,3,0,270.503,4,2.25,1000,4,6,1,listen_common,,444499.087481,listen_common.sql,1269901,master
16,3,0,4.097,16,0.056,16,16,5,1,listen_unique,8,286669.035976,listen_unique.sql,860661,optimize_listen_notify_v4
4,3,0,1.807,4,0.033,4,4,6,1,listen_unlisten_unique,16,119787.244237,listen_unlisten_unique.sql,360022,optimize_listen_notify_v4
2,3,0,1.18,2,0.022,2,2,3,1,listen_notify_common,,91736.070878,listen_notify_common.sql,276304,master
1000,3,0,258.168,4,9498.939,1000,4,4,1,listen_notify_common,1,105.27491,listen_notify_common.sql,1818,optimize_listen_notify_v4
1000,3,0,253.222,8,10172.025,1000,8,0,1,listen_notify_common,,98.308846,listen_notify_common.sql,1626,master
1000,3,0,233.688,16,2.238,1000,16,6,1,listen_unique,,446856.316694,listen_unique.sql,1291316,master
